steps,success
14850,True
14842,True
2326,True
14894,True
85,True
7687,True
15341,True
2049,True
14698,True
14859,True
14698,True
14691,False
2719,True
14840,True
15011,True
84,True
2570,False
14693,False
14789,True
2548,False
3129,True
2530,True
1978,True
14840,True
14853,False
14852,False
2626,True
15094,False
14840,True
407,True
14840,True
84,True
14840,True
2034,True
359,True
3529,True
3130,True
17246,True
14840,True
2746,True
2454,False
2715,True
14994,True
2048,True
14847,True
14846,True
2685,False
14840,True
3850,True
14994,True
3099,True
2339,False
2564,True
15008,False
14840,True
16110,True
15987,True
2288,True
15048,False
2768,True
2682,True
14897,False
14725,True
15148,True
2249,True
15351,False
87,True
2311,False
14994,True
15336,True
14840,True
2269,True
15001,True
2473,True
14689,True
16126,True
4014,False
15183,True
6651,True
2715,True
352,True
15224,True
15688,False
14840,True
15051,False
15037,True
15148,True
15195,True
14706,True
14840,True
14840,True
1692,True
14938,False
2096,True
19166,False
14989,False
14949,False
14808,False
2048,False
14994,True
3534,True
14997,False
2794,False
14688,True
14995,True
2929,True
2838,True
15148,True
22074,True
2489,True
2387,True
2604,True
14263,False
15391,True
32825,False
2271,True
2583,True
14840,True
14994,True
2034,True
15376,False
2497,True
2260,True
2045,True
14840,True
15205,False
14845,False
2876,True
15381,False
15075,True
17895,True
3153,True
16651,False
14693,False
14705,True
441,True
15306,False
3178,True
3491,True
14686,True
84,True
14994,True
15395,True
16279,False
773,False
548,True
14999,True
2909,True
672,True
1857,False
14850,False
2719,False
4587,True
14994,True
2194,False
2556,True
14994,True
15551,True
2403,True
2672,True
15218,True
2706,True
14994,True
84,True
14994,True
15002,False
15264,False
16877,True
14994,True
14994,True
3246,True
455,True
2391,False
2668,True
14840,True
14840,True
2139,True
15397,True
2642,True
2025,True
14843,True
514,False
2254,True
56720,True
19579,True
16052,True
2199,False
15540,True
2034,True
15383,True
14840,True
14691,True
15483,True
2573,False
2659,False
14686,True
2657,True
15193,False
399,False
1721,False
2045,True
14994,True
4640,True
15856,False
14561,True
2077,False
14840,True
3709,True
942,True
15038,False
14840,True
14840,True
3109,True
242,True
14840,True
14858,True
16080,True
15780,True
14686,True
14947,False
14840,True
16736,False
437,True
14840,True
3010,True
14842,True
3478,True
1405,False
2508,True
14931,False
2647,True
2322,True
2440,True
14689,True
5323,True
2028,True
2426,False
2713,True
14845,True
2815,True
14994,True
876,True
2676,True
19135,True
2797,False
777,True
15495,True
2034,True
3106,True
14840,True
4078,True
2694,True
14840,True
3548,True
14844,False
15125,True
14994,True
15148,True
14994,True
1946,True
14994,True
14853,True
3086,True
14842,False
2617,True
2536,True
14855,False
14840,False
15210,True
15000,False
2741,True
14842,True
14840,True
86,True
2707,True
16932,True
14840,True
14847,True
947,False
14840,True
769,True
14994,True
2408,True
2750,True
15351,True
1876,False
2195,True
15001,True
2190,False
14840,True
1989,True
14994,True
250,False
2561,True
1091,True
14532,True
14843,True
15137,True
15049,True
2684,True
14844,True
14729,True
20475,False
2308,False
14855,True
14994,True
2877,False
14944,False
14686,True
86,True
16116,True
14943,True
14844,True
9071,True
15004,False
14697,True
14840,True
15410,True
14997,True
15677,False
15360,True
18091,True
14994,True
3365,False
3042,True
14847,True
14573,True
2402,True
14686,True
2508,True
2028,False
2259,True
14840,True
14994,True
791,True
2657,True
396,True
2422,False
2383,True
2032,True
2536,True
15148,True
15019,True
15092,False
4993,True
2769,False
84,True
14553,True
2691,False
14994,True
14695,False
14994,True
14686,True
3697,False
2423,True
3391,True
2561,True
2595,True
2771,True
2117,True
437,True
15148,True
3531,True
2467,True
16599,True
14994,True
14847,True
23807,False
14840,True
540,False
14994,True
252,True
403,True
14849,True
1988,True
15051,False
14994,True
2385,False
14864,True
292,False
2159,False
16905,True
2980,True
2310,True
3322,True
14848,False
2388,False
14840,True
2775,True
14994,True
14994,True
20544,True
2733,False
15235,True
2489,False
2310,False
2382,True
14844,True
2047,True
2156,False
29225,True
29784,True
2809,True
2677,True
2958,False
15004,False
15049,True
2536,True
14840,True
15336,False
254,False
1880,True
1989,True
2151,True
2865,True
2329,True
14535,True
14909,True
2709,True
1661,True
15433,False
2426,False
13201,False
14840,True
15177,True
2872,False
2034,True
681,True
15146,False
2388,False
18616,True
2554,True
2463,False
2159,False
15148,True
1272,False
2314,True
3006,True
2561,True
3022,True
3454,False
255,False
14855,False
14840,True
16140,True
84,True
15144,True
14863,True
14735,True
2213,True
442,True
4488,True
3326,True
2778,True
14844,True
1099,True
2343,True
14994,True
2814,True
2265,True
2034,True
2045,True
16697,True
297,True
15351,True
2058,True
15089,False
15690,True
3274,True
2229,True
14855,True
14686,True
2855,True
14998,True
2439,False
23315,True
14854,True
17053,True
14841,True
143791,True
22318,False
2224,False
2618,True
402,True
14565,True
2491,True
1876,False
4085,True
14686,True
2034,True
5663,True
2045,True
2142,True
2096,True
2345,True
84,True
1723,False
2117,True
2034,True
950,True
2104,True
292,True
14702,True
8164,True
2085,False
15480,True
87,True
14840,True
14840,True
16892,True
2074,False
2809,True
14994,True
14840,True
252,True
17662,True
15234,True
14840,True
18915,False
14840,True
14994,True
15099,False
2859,True
14840,True
2047,True
3501,True
544,False
288,False
3287,True
605,False
16009,False
376,True
14542,True
3625,True
84,True
14842,True
2378,False
17652,True
2559,True
2034,True
3617,True
14702,True
2053,True
1967,True
3293,True
14994,True
14862,True
2474,True
2426,False
14856,True
14840,True
2056,True
19853,True
14552,True
84,False
14844,False
14686,True
2495,False
15201,True
15098,False
15775,True
5624,False
15196,False
15971,True
15716,True
15310,True
3086,True
15376,True
14840,True
3451,True
15835,True
15001,False
14745,True
15000,False
1967,True
15834,True
14686,True
15375,False
2452,False
2037,False
15843,True
3235,True
2034,True
14846,False
2322,True
14846,True
1868,False
15100,True
2807,True
673,True
14849,False
15148,True
14840,True
2910,True
14844,True
15056,False
2233,False
84,True
3324,True
88,True
2473,True
2424,False
2391,True
14850,True
822,True
548,True
15598,False
2054,True
15387,False
14998,False
14840,False
14843,True
3107,True
15395,False
3211,True
14843,True
14686,True
15632,True
15001,True
15853,True
2123,True
2789,False
2707,True
15148,True
2322,True
14844,True
2233,True
15198,True
2320,False
2080,False
5229,True
3107,True
14994,True
14542,True
3414,True
15272,True
2534,False
2555,True
4877,True
14885,False
14862,True
14696,False
2319,True
2271,True
2732,False
14994,True
3329,False
84,True
2479,True
2972,True
2381,True
14840,True
14881,True
14994,True
16364,True
14840,True
15352,False
2256,True
735,False
2096,True
2328,True
554,True
15148,True
15148,True
2573,False
14689,True
14855,True
2740,True
14850,True
18459,True
2034,True
14718,True
3135,False
14994,True
2126,True
2408,True
19321,True
5113,False
2312,True
2257,True
14748,False
14842,False
15387,False
15901,False
19307,True
2562,True
16598,False
14729,True
2043,False
14840,True
14994,True
1114,False
14555,True
14741,True
2081,True
14840,True
2608,True
2431,True
3383,True
195580,False
2666,True
14840,True
450,True
15708,True
14686,True
15043,False
14994,True
14996,True
1089,True
1874,True
2785,True
15333,True
2327,False
14840,True
15961,True
14840,True
14896,True
2958,True
14858,False
14708,True
3088,True
14777,False
14999,True
2125,True
2426,False
14694,True
14840,True
14840,True
14994,True
2530,True
483,True
15004,True
2034,True
2064,True
14540,True
2538,True
3285,True
2477,True
15005,True
3028,False
2034,True
2440,True
14840,True
15442,True
21106,True
15047,True
14840,True
14840,True
14688,True
15000,True
14994,True
14994,True
87,True
2273,True
2346,True
14883,True
2314,True
14987,True
14858,True
15003,True
14840,True
2379,True
14844,True
14841,True
452,True
14723,True
14686,True
5912,False
3528,True
14847,True
2856,True
14843,True
2880,False
2226,False
2579,True
17079,True
15379,True
14998,True
14848,True
15481,True
14994,True
14845,True
1991,True
2034,True
84,False
2547,True
2220,False
14840,True
2612,True
2027,False
14690,False
14282,True
15329,False
2322,True
10175,True
2387,False
15713,True
14840,True
14842,True
84,True
18348,True
2610,True
15148,True
14734,False
15000,False
22377,True
14868,False
14689,True
16647,True
14865,True
14994,True
499,False
14864,True
2081,False
2819,True
15041,True
5850,True
2430,False
14690,True
632,False
2067,True
15148,True
2040,False
14240,True
14840,True
2227,False
14902,False
3065,False
14840,True
14696,False
546,True
14999,True
84,True
2930,False
2096,True
15034,False
15918,True
14412,True
2248,True
14840,True
14532,True
402,False
3185,True
14844,True
15347,True
294,False
14714,True
2185,True
14859,False
14706,True
15129,True
16455,True
2034,True
15096,False
2034,True
2809,True
2296,True
1950,True
3722,True
16958,True
16396,True
2253,True
2143,False
2100,True
14987,False
2770,True
84,True
15535,False
88,True
14840,True
14688,True
14844,True
2487,True
2400,True
14840,True
2248,True
4601,True
15476,True
2867,False
14701,True
3377,True
2046,True
2282,True
15035,False
59305,True
14994,True
2048,True
14994,True
3062,False
2158,False
2308,True
15337,False
343,True
2192,False
14843,True
2779,True
29545,True
345,True
16162,True
14737,False
14910,False
540,False
2855,True
15377,True
19459,False
14994,True
14864,True
14700,False
15069,False
15009,True
2783,True
14996,True
14689,True
2999,False
14840,False
15004,True
437,False
5709,True
14848,True
14976,True
254,True
14841,True
14898,False
84,True
2157,False
14840,True
2537,True
14845,True
6253,True
14891,False
2983,True
3169,True
2274,False
2239,True
14851,False
836,False
2417,False
14994,True
15871,False
15088,False
2729,False
2336,True
2855,True
2034,True
14687,True
15335,True
14719,True
2579,True
1969,True
9382,False
2034,True
14840,True
2115,True
2032,True
428,True
2823,True
17516,True
382,True
2910,True
15148,True
14840,True
14853,True
15150,True
15239,False
2922,False
253,True
17206,True
261,False
14840,True
15148,True
14696,False
1989,True
244,True
14994,True
15005,False
2746,True
20541,False
15044,True
2149,True
390,True
15092,True
2077,False
2249,True
4038,False
2189,True
16464,True
17563,True
14944,False
3271,True
14854,True
14701,False
448,False
14538,True
15361,True
15148,True
15927,True
14864,True
2528,False
14840,True
15148,True
14890,False
14842,True
2111,True
2119,True
14840,True
15099,True
2647,False
3156,True
15842,True
2078,False
2180,True
14688,True
16077,True
14843,True
2184,True
2117,True
14860,True
14696,True
84161,False
14895,False
2317,True
19798,False
2367,True
18425,True
15071,False
3129,True
2494,False
84,True
15049,True
2663,True
2842,True
15148,True
2024,True
14847,True
2045,True
2808,True
2034,True
2895,True
14994,True
14845,True
2254,True
15083,True
2249,True
14994,True
15439,True
15714,True
2377,True
2043,False
2248,True
15148,True
14844,True
14842,True
2495,True
2990,False
2047,True
2550,True
1202,True
16072,True
15148,True
14994,True
14850,True
1998,False
2486,True
2682,True
249,False
14840,True
1877,False
14687,True
1911,True
2541,True
7093,True
3205,True
3757,True
14854,True
2051,True
5463,True
2402,True
88,True
15285,True
15789,False
15450,False
2180,True
2180,True
14994,True
14840,True
14994,True
2795,True
15039,True
2252,True
14804,False
2673,False
15014,True
15229,True
15449,False
2614,False
2484,True
2047,True
15546,True
396,True
589,False
2532,True
692,True
14898,False
3571,False
15148,True
14891,True
2396,True
14994,True
15487,True
332,True
15708,True
2078,False
2034,True
2395,False
2815,True
2536,True
14689,True
14847,True
26935,True
15431,True
3422,True
14994,True
18885,True
14999,True
15452,True
3682,True
2034,True
14697,False
14998,False
15301,True
16436,True
14994,True
296,True
14843,True
2043,False
2322,True
10188,False
14986,True
15302,True
14840,True
2688,True
14841,True
2263,True
14840,True
293,True
16839,True
2539,True
14581,True
14840,True
2254,False
1162,False
14689,True
15820,True
14863,True
3719,True
13219,True
14994,True
2657,False
3115,True
15538,True
1278,True
2596,True
14855,True
14706,True
14994,True
14712,True
3068,True
2067,True
1876,False
14849,True
14692,True
14840,True
15993,True
2354,True
3773,True
15710,True
14930,False
2074,False
3685,True
248,False
15148,True
1872,False
2805,False
546,True
15982,True
1875,False
14560,True
87,True
14702,True
1973,True
2046,True
14994,True
14687,True
14861,True
14845,True
2735,True
2034,True
14859,True
2131,True
14840,True
1892,False
2072,False
15706,True
2774,False
14994,False
2329,True
2832,True
2051,True
3135,True
2335,True
14840,True
2248,True
2379,True
14842,True
18866,True
2661,False
15003,True
86,False
15162,True
14840,True
14686,True
14687,True
2758,True
2259,True
3945,True
2539,False
14983,False
14686,True
3109,True
15038,True
14938,False
7313,False
3047,True
15000,True
14861,True
14842,True
437,False
757,True
2535,False
2399,False
14994,True
2149,True
733,True
15546,True
2055,True
14844,False
14840,True
14842,True
1020,True
14840,True
2560,True
2079,False
2273,True
14849,False
2224,False
14840,True
2510,False
86,True
20843,False
2658,False
2260,True
15187,True
84,True
2426,False
14743,True
15049,True
2485,True
2746,True
2309,False
2037,False
534,False
2233,False
14840,True
2273,True
2157,False
14978,False
299,False
2096,True
14840,True
2971,False
14984,False
14852,False
2026,True
2227,True
15148,True
14840,True
87,False
3091,True
2648,True
3155,True
15814,True
14688,True
3351,True
15473,False
14931,True
14840,True
2153,True
5224,True
84,True
2919,True
1875,False
2321,True
16244,True
2921,True
34171,True
14994,True
10732,True
2882,False
14864,True
14840,True
14686,True
2192,False
14985,True
14840,True
2619,True
2522,False
14994,True
15327,True
1899,True
14896,False
2075,True
2664,True
2512,True
14840,True
84,True
86,True
2691,False
14846,True
15014,True
2563,True
3943,True
14710,True
15659,True
14842,True
2379,True
37609,True
84,False
15597,False
15148,True
2154,True
2972,True
15208,False
14848,True
14994,True
2039,True
14841,True
2807,False
2382,True
17344,True
2221,True
14842,True
2598,False
2525,False
2392,False
2096,True
2953,False
14996,True
17167,False
3363,True
2495,True
23274,True
4477,True
2408,True
14850,True
15198,False
2427,False
14857,False
2768,True
255,False
14794,False
16579,True
2761,True
14840,True
15011,True
2045,True
532,True
14689,True
2429,True
2105,True
14994,True
14848,True
2496,True
14747,False
4256,True
14697,False
3422,True
2533,True
1808,True
17279,True
2560,True
14840,True
3847,True
2028,True
15368,True
2725,False
2555,True
15835,True
2536,True
2345,False
845,True
2061,True
2172,True
14686,True
14994,True
2034,True
14840,True
2871,True
2331,True
15477,True
84,True
15829,True
14846,True
17281,True
14850,True
85,True
15148,True
3022,True
1727,False
15945,True
15201,True
2308,True
2898,False
2124,True
2032,False
2182,True
3575,True
18546,True
17189,True
3230,True
14996,True
14843,True
14953,False
85,True
2059,True
14840,True
2546,False
1200,True
14994,True
2415,True
14847,True
14994,True
3095,False
1988,True
15001,True
2391,True
2433,True
2843,True
14840,True
447,True
491,False
14840,True
2932,False
14840,True
14840,True
14994,True
1117,True
16950,True
14840,True
1877,False
2447,True
15526,False
14691,True
14686,True
2474,True
14686,True
16712,False
3012,True
2313,True
15148,True
14632,True
5531,False
14994,True
2645,False
2753,False
11982,True
450,True
15148,True
14994,True
84,True
3145,True
15941,True
2588,False
2482,False
1961,True
2034,True
2034,True
2880,True
540,True
2140,False
15051,False
14844,True
1969,True
84,True
15717,True
14994,True
14701,False
85,True
2610,True
84,True
2682,True
1477,True
14844,False
15627,False
2085,False
14690,True
15865,False
2626,True
4046,False
19422,True
2096,True
2460,True
84,True
14850,False
14593,False
2078,False
3008,False
14995,False
2225,True
15379,True
88,True
14994,True
2984,True
14994,True
396,False
2474,True
14686,True
14856,True
2532,False
2057,True
2344,False
2079,False
14686,True
2701,True
84,True
1875,False
14893,True
2687,True
14862,False
14788,False
14889,False
2069,True
549,True
2972,True
2812,True
86,True
399,True
14848,True
14840,True
1028,True
14842,True
14840,True
14994,True
15447,True
14842,True
1987,True
2653,False
14994,True
14688,True
47827,True
15037,False
14558,False
2323,True
18558,False
14859,False
2843,True
1725,False
14546,True
1993,True
2032,True
14546,True
14840,True
15006,True
84,True
15048,True
741,True
15002,True
2713,True
3060,True
3253,True
15396,False
2688,True
84,True
14999,True
14950,False
14994,True
15049,False
3743,True
2073,True
2038,False
14848,False
2229,True
14856,True
85,True
3832,True
19348,True
2253,True
2347,False
14691,True
14712,True
15000,True
14840,True
15238,True
2140,False
2025,False
3193,True
3385,False
2535,True
2940,True
14686,True
2143,True
14692,False
14840,True
2687,True
14994,True
845,True
14689,True
2150,True
2844,True
84,True
14840,True
2474,True
15638,True
2637,False
14994,True
2385,False
1965,True
15340,True
14856,True
84,True
14994,True
605,False
15000,False
14684,False
14840,True
14845,True
3112,True
14736,True
15152,True
14400,True
988,True
2783,True
2248,True
14840,True
14686,True
87,True
14840,True
2063,True
15295,False
300,False
15371,False
14689,True
17079,False
15825,True
2713,True
16870,True
1284,False
15375,True
14848,True
31529,True
17339,False
84,True
14940,False
2814,True
538,False
15148,True
437,False
2339,True
14994,True
298,False
3127,True
15156,False
14840,True
15623,True
1035,True
14840,True
2343,False
2309,False
15387,False
86,True
14686,True
14994,True
14686,True
2705,False
1896,True
3422,True
634,True
14842,True
2628,True
2668,True
2567,True
3400,True
14897,False
84,True
3316,True
2682,True
297,True
15619,True
15133,False
15049,True
14840,True
14846,True
17971,True
2185,False
14686,True
14996,False
2490,True
2381,True
14686,True
14689,True
14987,False
2993,False
14994,True
14840,True
85,True
2191,False
2752,False
14741,False
2051,True
2248,True
2256,True
14845,False
345,False
14379,False
14840,True
14844,True
14997,False
1667,False
14994,True
2887,True
2787,True
14840,True
14840,True
402,True
2005,False
84, True
2159, False
3826, True
6042, True
2382, True
2096, True
4860, True
14689, True
3001, True
16192, False
14686, False
14843, True
2456, True
14939, False
3143, False
2603, False
2386, False
14994, True
14743, True
14853, False
15361, False
2810, False
17070, True
14840, True
15240, True
19023, True
14708, True
14998, False
543, True
14901, False
3524, False
15815, True
2146, False
14994, True
18001, False
14994, True
14842, True
15542, True
2115, True
84, True
15870, True
42103, True
15539, True
15093, False
2610, True
254, False
14856, True
2923, True
2561, True
3729, True
15627, True
2076, False
14840, True
14993, False
14844, True
15377, False
14840, True
14840, True
2530, True
1871, False
2258, True
2325, True
14843, True
15377, True
14994, True
15148, True
14840, True
4237, True
2891, False
2069, True
2343, True
16111, False
16062, False
3140, True
14840, True
1877, False
250, False
439, False
2070, True
15685, False
14840, True
14840, True
14994, True
14840, True
15045, True
14386, True
2398, True
15542, False
16242, True
85, True
2436, True
14844, True
2424, False
14686, True
2595, False
2314, False
14532, True
2487, True
14840, True
3330, True
17159, True
14687, True
14840, True
16172, True
15066, False
2544, False
2659, True
15254, False
14846, True
2413, True
2462, True
11502, False
15216, True
2558, False
1138, True
2831, True
15148, True
15000, True
15431, True
4164, False
2006, False
2740, False
3506, True
15598, False
14840, True
14994, True
2689, True
14840, True
3463, True
2546, True
15831, False
14690, True
15355, True
14686, True
2042, False
14250, True
705, False
14840, True
2423, True
2652, False
14840, True
84, True
2063, True
882, False
2259, True
84, True
14840, True
20287, True
15279, False
2030, True
1967, True
15932, True
3146, False
12613, False
21608, True
14998, True
14994, True
1993, True
242, True
15148, True
14840, True
88, True
3294, False
14840, True
14994, True
2457, False
14885, True
2343, True
3213, False
14840, True
14553, True
15622, False
2235, True
15296, False
14994, False
14984, True
4071, True
2951, True
14686, True
14843, True
14887, True
14840, True
2975, True
14994, True
3550, True
2654, False
88, True
14485, True
2062, True
536, True
2790, False
86, True
1310, False
19645, False
2034, True
2284, True
15485, True
400, False
15319, False
14842, True
2220, False
15335, True
21535, True
15534, False
1875, False
27605, False
5140, False
15283, True
2045, True
2326, True
2259, True
528, True
2267, True
3575, True
14893, False
3952, True
5189, True
3154, True
2042, False
16010, False
1874, False
14717, True
14698, True
2034, True
2493, True
1985, True
14686, True
2763, False
15478, True
84, True
2389, False
14994, True
14704, True
14840, True
2685, True
14900, True
14840, True
2785, True
15098, True
14994, True
2469, False
15647, False
14994, True
14994, True
14900, False
2115, True
14994, True
14688, True
40027, False
14840, True
21373, True
3053, True
86, True
14962, True
545, True
16366, False
2285, False
15298, True
14853, True
1112, False
14840, True
2653, False
14897, False
14840, True
2343, True
15238, False
14998, True
14994, True
2561, True
2312, True
15134, True
15188, False
14862, True
14994, True
84, True
14712, True
3392, True
3011, True
16268, False
2192, False
14840, True
14840, True
2921, False
2271, True
1127, True
17070, False
2026, True
2034, True
4487, True
3418, True
14994, True
14721, True
14852, True
84, True
14994, True
15043, True
84, True
14688, True
2323, True
14887, False
14994, True
14847, True
4181, False
2533, True
3683, False
564, False
1876, False
2681, False
14840, True
2196, False
15148, True
16089, True
1106, True
88, True
14980, False
2049, False
14688, True
14840, True
15235, True
2034, True
14843, True
15002, True
2877, True
15868, False
251, True
2340, True
2265, True
84, True
2034, True
2780, True
14840, True
2076, False
2463, True
15431, True
2257, True
14840, True
3396, True
14697, True
14994, True
850, False
14551, True
14996, True
14840, True
84, True
14704, True
16509, False
3003, True
86, True
14994, True
14713, True
2119, True
15549, True
14994, True
14725, False
2859, True
14840, True
15227, True
14998, True
14858, True
14840, True
14701, True
2581, True
2104, True
1721, False
1914, True
14998, True
2188, False
251, False
14895, False
892, False
252, True
14857, True
2269, True
3200, True
15893, False
14840, True
2915, True
14840, True
2151, True
15911, True
14856, True
2149, False
84, True
3413, True
14840, True
2271, True
14994, True
84, True
19395, False
14840, True
3570, True
14994, True
3119, True
14559, True
2195, False
14844, True
2636, False
2180, True
2030, True
2561, True
2718, False
15006, True
14986, False
14687, True
2267, True
14840, True
14842, True
2608, True
15579, True
14712, False
1315, True
2122, True
15148, True
14994, True
14840, True
14686, True
14896, False
14829, True
14855, True
3440, False
5662, False
986, False
2427, True
2541, False
3543, False
2735, True
14994, True
14840, True
14891, False
14541, True
14840, True
2104, True
14994, True
14840, True
2081, True
14994, True
84, False
86, False
14994, True
1875, False
14702, False
15473, True
2231, False
16706, False
14706, True
2531, False
2096, True
355, False
2015, False
2060, True
15032, False
2493, False
2034, True
14691, True
2271, True
2034, True
16815, False
2273, True
3302, True
2709, False
2426, False
14695, False
86, False
14994, True
3124, True
35297, True
2508, False
2679, False
2746, True
14841, True
1875, False
2162, False
15047, True
2819, True
2193, False
3278, True
3037, True
14852, True
2172, True
16077, False
2034, True
16979, True
21806, True
9122, False
2563, True
15020, True
2180, True
18620, True
3296, True
14994, True
14688, True
6914, True
15040, False
16179, False
2096, True
20273, False
14686, True
3379, True
1877, False
2687, True
39798, True
14543, True
15331, False
2610, True
14891, True
2460, True
87, True
2068, True
2034, True
14840, True
15432, True
15044, False
14860, True
18323, True
14891, False
15148, True
14994, True
2485, False
15725, True
15678, True
2335, True
2059, True
2908, True
14847, False
289, True
15434, False
2326, True
15048, False
2074, True
14994, True
85, True
2579, True
2791, True
2962, True
14989, False
2145, True
1058, True
2034, True
18047, True
14841, True
2965, True
84, True
14843, True
16154, False
2036, False
632, False
2560, True
25651, False
247, False
14840, True
14994, True
15705, False
89, False
14686, True
1615, True
84, True
2041, False
2863, False
86, True
14699, True
85, True
14841, True
14840, True
2382, False
14691, True
2783, True
2111, True
2248, True
15038, False
14555, True
2975, True
2145, True
3249, True
14994, True
15080, False
7578, False
14842, True
86, True
15191, False
16353, True
3050, False
441, False
89, True
2043, False
15002, True
14841, False
14840, True
14994, True
14686, True
2387, True
14691, True
1946, True
6839, True
14565, True
15322, False
14994, True
2323, True
15042, False
15197, False
14994, True
16904, True
15064, False
2039, False
2273, True
2710, False
2611, False
14844, True
680, True
2034, True
14840, True
15483, True
15045, False
14994, True
3572, True
7465, False
2119, True
14994, True
15835, False
14906, True
14994, True
14695, True
15728, True
2303, True
2119, True
3911, False
14994, True
2608, True
14840, True
2121, True
2460, True
14994, True
14994, True
14848, True
16314, False
14840, True
2528, False
3044, True
15914, True
15482, True
15916, False
85, False
14994, True
14699, True
777, False
2230, False
2694, True
14842, True
2771, True
15005, False
16177, False
2030, True
1991, True
2388, True
14840, True
2096, True
14844, True
2277, False
15148, True
2571, True
84, True
2047, True
2034, True
14994, True
14845, False
14844, True
14850, True
2328, False
3776, True
14995, True
254, True
15293, False
1876, False
2596, True
15638, True
15125, True
539, True
14528, True
2540, True
4390, True
14994, True
15235, False
5944, True
14575, True
2026, True
85, True
14700, True
1257, True
15171, True
3275, True
2137, False
29808, True
14840, True
14534, True
14994, True
2034, True
14708, False
2642, True
14851, True
15169, True
3325, False
2685, True
2298, True
14999, True
18416, True
14543, True
4986, True
2115, True
84, True
2047, True
291, False
14842, True
3378, True
14841, True
1086, False
14840, True
14840, True
14840, True
14994, True
2933, False
2224, False
2404, True
14688, True
2190, False
2543, True
2651, True
14994, True
2047, True
14864, True
2154, True
2269, True
14840, True
86, True
2651, True
14703, True